# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = tmpys6ezil1_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 300000
#     grad_samples = 100
#     elbo_samples = 100 (Default)
#     eta = 100
#     adapt
#       engaged = false
#       iter = 50 (Default)
#     tol_rel_obj = 1e-16
#     eval_elbo = 10000
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = /Users/madelynandersen/Documents/VB Bakeoff/simpleVI/paper_vignettes/stan_conj1dgaussian_demo/cmdstan_output/seed12_grad100_iter300000/stan_data.json
# init = 2 (Default)
# random
#   seed = 12
# output
#   file = /Users/madelynandersen/Documents/VB Bakeoff/simpleVI/paper_vignettes/stan_conj1dgaussian_demo/cmdstan_output/seed12_grad100_iter300000/fixed_eta_grad_elbo_grid/grad_samples_100/elbo_samples_100/eta_100p0/output.csv
#   diagnostic_file = /Users/madelynandersen/Documents/VB Bakeoff/simpleVI/paper_vignettes/stan_conj1dgaussian_demo/cmdstan_output/seed12_grad100_iter300000/fixed_eta_grad_elbo_grid/grad_samples_100/elbo_samples_100/eta_100p0/diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# iter,time_in_seconds,ELBO
10000,0.215,-159.9265
20000,0.432,-152.34144
30000,0.649,-151.38214
40000,0.867,-150.55232
50000,1.085,-150.44284
60000,1.302,-149.86826
70000,1.519,-149.73497
80000,1.736,-149.19781
90000,1.953,-148.34188
100000,2.171,-150.21987
110000,2.388,-148.50167
120000,2.604,-148.35587
130000,2.82,-147.93935
140000,3.036,-148.40932
150000,3.251,-148.3239
160000,3.466,-147.78101
170000,3.682,-148.82498
180000,3.898,-148.01881
190000,4.12,-147.3267
200000,4.334,-147.49047
210000,4.553,-148.97186
220000,4.77,-147.47584
230000,4.988,-147.29089
240000,5.206,-147.51876
250000,5.423,-147.3501
260000,5.639,-148.11637
270000,5.855,-147.75278
280000,6.074,-147.83748
290000,6.29,-147.60807
300000,6.504,-147.54858
